	Description	 Category 	 Subcategory 	 Payment 	 Date 	 Gains/Expenses 	Checking Balance		Is Curent Balance <$0?	Row # In Table	Next <$0 Balance Amount	Date <$0 Balance Occurs
	Bacio di Latte	 Wants 	 Free Spending 	 Chase CC 	3/5/2023	 $ (14.14)	 $ 1,822.93 		FALSE	-1	N/A	N/A
	Laundry	 Needs 	 Laundry 	 Chase CC 	3/7/2023	 $ (25.00)	 $ 1,822.93 		FALSE	-1	N/A	N/A
	Amazon	 Wants 	 Free Spending 	 Amazon CC 	3/8/2023	 $ (19.34)	 $ 1,822.93 		FALSE	-1	N/A	N/A
	Amazon	 Needs 	 Groceries 	 Amazon CC 	3/8/2023	 $ (14.99)	 $ 1,822.93 		FALSE	-1	N/A	N/A
	Electric Bill	 Needs 	Electric Bill	 Checking 	3/8/2023	 $ (207.71)	 $ 1,615.22 		FALSE	-1	N/A	N/A
	The Habit	 Wants 	 Free Spending 	 Chase CC 	3/9/2023	 $ (12.15)	 $ 1,615.22 		FALSE	-1	N/A	N/A
	Speedway	 Needs 	 Gas 	 Citi CC 	3/9/2023	 $ (71.54)	 $ 1,615.22 		FALSE	-1	N/A	N/A
	USPS	 Wants 	 Free Spending 	 Chase CC 	3/11/2023	 $ (5.50)	 $ 1,615.22 		FALSE	-1	N/A	N/A
	Original Barista	 Wants 	 Free Spending 	 Chase CC 	3/11/2023	 $ (12.00)	 $ 1,615.22 		FALSE	-1	N/A	N/A
	Little Sister	 Wants 	 Free Spending 	 Chase CC 	3/11/2023	 $ (115.00)	 $ 1,615.22 		FALSE	-1	N/A	N/A
	Target	 Wants 	 Free Spending 	 Chase CC 	3/11/2023	 $ (11.18)	 $ 1,615.22 		FALSE	-1	N/A	N/A
	Ra Yoga	 Wants 	 Subscriptions 	 Chase CC 	3/11/2023	 $ (129.00)	 $ 1,615.22 		FALSE	-1	N/A	N/A
	Nate's Korner	 Wants 	 Free Spending 	 Chase CC 	3/12/2023	 $ (17.38)	 $ 1,615.22 		FALSE	-1	N/A	N/A
	FedEx	 Wants 	 Free Spending 	 Chase CC 	3/12/2023	 $ (25.61)	 $ 1,615.22 		FALSE	-1	N/A	N/A
	Frontier Airlines	 Wants 	 Free Spending 	 Chase CC 	3/12/2023	 $ (64.98)	 $ 1,615.22 		FALSE	-1	N/A	N/A
	Triunfo Jiu Jitsu	 Wants 	 Subscriptions 	 Chase CC 	3/12/2023	 $ (125.00)	 $ 1,615.22 		FALSE	-1	N/A	N/A
	Amazon CC	 CC Payment 	 CC Payment 	 Checking 	3/13/2023	 $ (40.69)	 $ 1,574.53 		FALSE	-1	N/A	N/A
	Citi CC	 CC Payment 	 CC Payment 	 Checking 	3/13/2023	 $ (503.89)	 $ 1,070.64 		FALSE	-1	N/A	N/A
	Capital One CC	 CC Payment 	 CC Payment 	 Checking 	3/13/2023	 $ (24.98)	 $ 1,045.66 		FALSE	-1	N/A	N/A
	Chipotle	 Wants 	 Free Spending 	 Chase CC 	3/13/2023	 $ (14.55)	 $ 1,045.66 		FALSE	-1	N/A	N/A
	Savings Transfer	 Income 	Savings Transfer	 Checking 	3/15/2023	 $ 2,000.00 	 $ 3,045.66 		FALSE	-1	N/A	N/A
	Airbnb - La Verkin, UT	 Wants 	 Vacation Spending 	 Checking 	3/15/2023	 $ (389.00)	 $ 2,656.66 		FALSE	-1	N/A	N/A
	Uber	 Wants 	 Vacation Spending 	 Chase CC 	3/15/2023	 $ (17.90)	 $ 2,656.66 		FALSE	-1	N/A	N/A
	McDonald's	 Wants 	 Free Spending 	 Chase CC 	3/15/2023	 $ (13.72)	 $ 2,656.66 		FALSE	-1	N/A	N/A
	Amazon	 Wants 	 Free Spending 	 Amazon CC 	3/16/2023	 $ (88.83)	 $ 2,656.66 		FALSE	-1	N/A	N/A
	Payday	 Income 	 Earnings 	 Checking 	3/17/2023	 $ 1,298.33 	 $ 3,954.99 		FALSE	-1	N/A	N/A
	Chase CC	 CC Payment 	 CC Payment 	 Checking 	3/17/2023	 $ (2,402.08)	 $ 1,552.91 		FALSE	-1	N/A	N/A
	Subway	 Wants 	 Free Spending 	 Chase CC 	3/17/2023	 $ (11.07)	 $ 1,552.91 		FALSE	-1	N/A	N/A
	Etsy	 Wants 	 Free Spending 	 Chase CC 	3/18/2023	 $ (114.38)	 $ 1,552.91 		FALSE	-1	N/A	N/A
	Target	 Needs 	 Groceries 	 Chase CC 	3/18/2023	 $ (87.60)	 $ 1,552.91 		FALSE	-1	N/A	N/A
	CA Fish Grill	 Wants 	 Free Spending 	 Chase CC 	3/18/2023	 $ (35.53)	 $ 1,552.91 		FALSE	-1	N/A	N/A
	Laundry	 Needs 	 Laundry 	 Chase CC 	3/19/2023	 $ (25.00)	 $ 1,552.91 		FALSE	-1	N/A	N/A
	YouTube Premium	 Wants 	 Subscriptions 	 Capital One CC 	3/20/2023	 $ (22.99)	 $ 1,552.91 		FALSE	-1	N/A	N/A
	LA Fitness	 Wants 	 Subscriptions 	 Chase CC 	3/20/2023	 $ (34.99)	 $ 1,552.91 		FALSE	-1	N/A	N/A
	Wholesome Choice	 Wants 	 Free Spending 	 Citi CC 	3/20/2023	 $ (30.38)	 $ 1,552.91 		FALSE	-1	N/A	N/A
	Chevron	 Needs 	 Gas 	 Citi CC 	3/20/2023	 $ (68.54)	 $ 1,552.91 		FALSE	-1	N/A	N/A
	Amazon	 Wants 	 Free Spending 	 Amazon CC 	3/21/2023	 $ (100.20)	 $ 1,552.91 		FALSE	-1	N/A	N/A
	Amazon	 Wants 	 Free Spending 	 Amazon CC 	3/21/2023	 $ (86.19)	 $ 1,552.91 		FALSE	-1	N/A	N/A
	BJJHQ	 Income 	 Reimbursements 	 Checking 	3/21/2023	 $ 42.00 	 $ 1,594.91 		FALSE	-1	N/A	N/A
	Northgate Market	 Needs 	 Groceries 	 Citi CC 	3/22/2023	 $ (19.87)	 $ 1,594.91 		FALSE	-1	N/A	N/A
	Rosarito Beach Hotel	 Wants 	 Vacation Spending 	 Amazon CC 	3/22/2023	 $ (130.90)	 $ 1,594.91 		FALSE	-1	N/A	N/A
	Tax Preparation Fee	 Needs 	 Taxes 	 Checking 	3/23/2023	 $ (450.00)	 $ 1,144.91 		FALSE	-1	N/A	N/A
	Speedway	 Needs 	 Gas 	 Citi CC 	3/24/2023	 $ (28.45)	 $ 1,144.91 		FALSE	-1	N/A	N/A
	Rosarito Beach Hotel	 Wants 	 Vacation Spending 	 Amazon CC 	3/24/2023	 $ (137.90)	 $ 1,144.91 		FALSE	-1	N/A	N/A
	Zelle - Console Table	 Wants 	 Free Spending 	 Checking 	3/24/2023	 $ (280.00)	 $ 864.91 		FALSE	-1	N/A	N/A
	Los Pelicanos	 Wants 	 Vacation Spending 	 Amazon CC 	3/25/2023	 $ (74.79)	 $ 864.91 		FALSE	-1	N/A	N/A
	Cantaritos	 Wants 	 Vacation Spending 	 Amazon CC 	3/25/2023	 $ (36.87)	 $ 864.91 		FALSE	-1	N/A	N/A
	Cantaritos	 Wants 	 Vacation Spending 	 Amazon CC 	3/25/2023	 $ (11.14)	 $ 864.91 		FALSE	-1	N/A	N/A
	Los Arcos	 Wants 	 Vacation Spending 	 Amazon CC 	3/25/2023	 $ (27.18)	 $ 864.91 		FALSE	-1	N/A	N/A
	Crepes	 Wants 	 Vacation Spending 	 Amazon CC 	3/25/2023	 $ (10.87)	 $ 864.91 		FALSE	-1	N/A	N/A
	Tequila	 Wants 	 Vacation Spending 	 Amazon CC 	3/25/2023	 $ (78.76)	 $ 864.91 		FALSE	-1	N/A	N/A
	US Fast Pass	 Wants 	 Vacation Spending 	 Amazon CC 	3/26/2023	 $ (27.03)	 $ 864.91 		FALSE	-1	N/A	N/A
	Veronicas Curios	 Wants 	 Vacation Spending 	 Amazon CC 	3/26/2023	 $ (71.75)	 $ 864.91 		FALSE	-1	N/A	N/A
	Taconazo	 Wants 	 Vacation Spending 	 Amazon CC 	3/26/2023	 $ (32.07)	 $ 864.91 		FALSE	-1	N/A	N/A
	HBO Max	 Wants 	 Subscriptions 	 Capital One CC 	3/26/2023	 $ (15.99)	 $ 864.91 		FALSE	-1	N/A	N/A
	Car Insurance	 Needs 	Car Insurance	 Checking 	3/26/2023	 $ (145.60)	 $ 719.31 		FALSE	-1	N/A	N/A
	KY Sushi	 Wants 	 Free Spending 	 Chase CC 	3/27/2023	 $ (41.99)	 $ 719.31 		FALSE	-1	N/A	N/A
	Groceries	 Needs 	 Placeholder 	 Citi CC 	3/27/2023	 $ -   	 $ 719.31 		FALSE	-1	N/A	N/A
	Free Spending	 Wants 	 Placeholder 	 Chase CC 	3/27/2023	 $ -   	 $ 719.31 		FALSE	-1	N/A	N/A
	Gas	 Needs 	 Placeholder 	 Citi CC 	3/27/2023	 $ -   	 $ 719.31 		FALSE	-1	N/A	N/A
	Laundry	 Needs 	 Placeholder 	 Chase CC 	3/27/2023	 $ -   	 $ 719.31 		FALSE	-1	N/A	N/A
	Irvine Spectrum Ferris Wheel	 Wants 	 Free Spending 	 Chase CC 	3/28/2023	 $ (16.00)	 $ 719.31 		FALSE	-1	N/A	N/A
	Levi's Store	 Wants 	 Free Spending 	 Chase CC 	3/28/2023	 $ (60.74)	 $ 719.31 		FALSE	-1	N/A	N/A
	Levi's Store	 Wants 	 Free Spending 	 Chase CC 	3/28/2023	 $ (60.75)	 $ 719.31 		FALSE	-1	N/A	N/A
	Cold Stone	 Wants 	 Free Spending 	 Chase CC 	3/28/2023	 $ (15.00)	 $ 719.31 		FALSE	-1	N/A	N/A
	Internet Bill	 Needs 	Internet Bill	 Checking 	3/28/2023	 $ (69.99)	 $ 649.32 		FALSE	-1	N/A	N/A
	ESPN+	 Wants 	 Subscriptions 	 Capital One CC 	3/29/2023	 $ (9.99)	 $ 649.32 		FALSE	-1	N/A	N/A
	Chipotle	 Wants 	 Free Spending 	 Chase CC 	3/30/2023	 $ (29.09)	 $ 649.32 		FALSE	-1	N/A	N/A
	Coffee	 Wants 	 Free Spending 	 Checking 	3/30/2023	 $ (17.01)	 $ 632.31 		FALSE	-1	N/A	N/A
	Cash Back - Chase CC	 Income 	 Reimbursements 	 Checking 	3/31/2023	 $ 133.41 	 $ 765.72 		FALSE	-1	N/A	N/A
	Payday	 Income 	 Earnings 	 Checking 	3/31/2023	 $ 2,383.91 	 $ 3,149.63 		FALSE	-1	N/A	N/A
	Roth IRA Contribution	 Savings 	 Retirement 	 Checking 	3/31/2023	 $ (350.00)	 $ 2,799.63 		FALSE	-1	N/A	N/A
	Rent	 Income 	 Reimbursements 	 Checking 	4/1/2023	 $ 645.00 	 $ 3,444.63 		FALSE	-1	N/A	N/A
	Rent	 Needs 	Rent	 Checking 	4/1/2023	 $ (2,380.70)	 $ 1,063.93 		FALSE	-1	N/A	N/A
	Stephanie Cash Deposit	 Wants 	 Free Spending 	 Checking 	4/1/2023	 $ (119.00)	 $ 944.93 		FALSE	-1	N/A	N/A
	Angel's Landing Lottery Fee	 Wants 	 Free Spending 	 Chase CC 	4/1/2023	 $ (6.00)	 $ 944.93 		FALSE	-1	N/A	N/A
	BB.Q Chicken	 Wants 	 Free Spending 	 Chase CC 	4/1/2023	 $ (57.67)	 $ 944.93 		FALSE	-1	N/A	N/A
	Ralph's	 Needs 	 Groceries 	 Citi CC 	4/1/2023	 $ (89.73)	 $ 944.93 		FALSE	-1	N/A	N/A
	University HS Parking	 Wants 	 Free Spending 	 Chase CC 	4/2/2023	 $ (21.00)	 $ 944.93 		FALSE	-1	N/A	N/A
	Costco	 Needs 	 Groceries 	 Chase CC 	4/2/2023	 $ (263.45)	 $ 944.93 		FALSE	-1	N/A	N/A
	Laundry	 Needs 	 Laundry 	 Chase CC 	4/3/2023	 $ (25.00)	 $ 944.93 		FALSE	-1	N/A	N/A
	McDonald's	 Wants 	 Free Spending 	 Chase CC 	4/4/2023	 $ (15.29)	 $ 944.93 		FALSE	-1	N/A	N/A
	Ralph's	 Needs 	 Groceries 	 Citi CC 	4/4/2023	 $ (0.10)	 $ 944.93 		FALSE	-1	N/A	N/A
	Apple CC	 CC Payment 	 CC Payment 	 Checking 	4/5/2023	 $ (10.66)	 $ 934.27 		FALSE	-1	N/A	N/A
	Amazon	 Wants 	 Free Spending 	 Amazon CC 	4/5/2023	 $ (161.29)	 $ 934.27 		FALSE	-1	N/A	N/A
	Yoyo Tea Shoppe	 Wants 	 Free Spending 	 Chase CC 	4/6/2023	 $ (17.92)	 $ 934.27 		FALSE	-1	N/A	N/A
	99 Cents Store	 Wants 	 Free Spending 	 Citi CC 	4/7/2023	 $ (32.66)	 $ 934.27 		FALSE	-1	N/A	N/A
	Stephanie Cash Deposit	 Wants 	 Free Spending 	 Checking 	4/7/2023	 $ 117.25 	 $ 1,051.52 		FALSE	-1	N/A	N/A
	Speedway	 Needs 	 Gas 	 Citi CC 	4/8/2023	 $ (68.32)	 $ 1,051.52 		FALSE	-1	N/A	N/A
	Electric Bill	 Needs 	Electric Bill	 Checking 	4/8/2023	 $ (16.35)	 $ 1,035.17 		FALSE	-1	N/A	N/A
	Aloha Hawaiian BBQ	 Wants 	 Free Spending 	 Chase CC 	4/10/2023	 $ (34.99)	 $ 1,035.17 		FALSE	-1	N/A	N/A
	Amazon	 Wants 	 Free Spending 	 Amazon CC 	4/10/2023	 $ (36.10)	 $ 1,035.17 		FALSE	-1	N/A	N/A
	Amazon	 Wants 	 Free Spending 	 Amazon CC 	4/11/2023	 $ (49.80)	 $ 1,035.17 		FALSE	-1	N/A	N/A
	Ra Yoga	 Wants 	 Subscriptions 	 Chase CC 	4/11/2023	 $ (129.00)	 $ 1,035.17 		FALSE	-1	N/A	N/A
	Whole Foods	 Needs 	 Groceries 	 Amazon CC 	4/11/2023	 $ (32.78)	 $ 1,035.17 		FALSE	-1	N/A	N/A
	Whole Foods	 Needs 	 Groceries 	 Amazon CC 	4/11/2023	 $ (9.04)	 $ 1,035.17 		FALSE	-1	N/A	N/A
	Costco	 Wants 	 Free Spending 	 Chase CC 	4/11/2023	 $ (10.95)	 $ 1,035.17 		FALSE	-1	N/A	N/A
	Laundry	 Needs 	 Laundry 	 Chase CC 	4/11/2023	 $ (25.00)	 $ 1,035.17 		FALSE	-1	N/A	N/A
	Triunfo Jiu Jitsu	 Wants 	 Subscriptions 	 Chase CC 	4/12/2023	 $ (125.00)	 $ 1,035.17 		FALSE	-1	N/A	N/A
	PayPal - Regal Cinema	 Wants 	 Free Spending 	 Chase CC 	4/13/2023	 $ (17.80)	 $ 1,035.17 		FALSE	-1	N/A	N/A
	CA Tax Return	 Income 	 Tax Return 	 Checking 	4/13/2023	 $ 385.00 	 $ 1,420.17 		FALSE	-1	N/A	N/A
	McDonald's	 Wants 	 Free Spending 	 Chase CC 	4/14/2023	 $ (16.37)	 $ 1,420.17 		FALSE	-1	N/A	N/A
	Payday	 Income 	 Earnings 	 Checking 	4/14/2023	 $ 2,383.92 	 $ 3,804.09 		FALSE	-1	N/A	N/A
	Roth IRA Contribution	 Savings 	 Retirement 	 Checking 	4/14/2023	 $ (350.00)	 $ 3,454.09 		FALSE	-1	N/A	N/A
	Citi CC	 CC Payment 	 CC Payment 	 Checking 	4/14/2023	 $ (308.51)	 $ 3,145.58 		FALSE	-1	N/A	N/A
	Chase CC	 CC Payment 	 CC Payment 	 Checking 	4/14/2023	 $ (1,262.12)	 $ 1,883.46 		FALSE	-1	N/A	N/A
	Capital One CC	 CC Payment 	 CC Payment 	 Checking 	4/14/2023	 $ (71.96)	 $ 1,811.50 		FALSE	-1	N/A	N/A
	Postmates - Wingstop	 Wants 	 Free Spending 	 Chase CC 	4/15/2023	 $ (31.32)	 $ 1,811.50 		FALSE	-1	N/A	N/A
	Ralph's	 Needs 	 Groceries 	 Citi CC 	4/16/2023	 $ (16.42)	 $ 1,811.50 		FALSE	-1	N/A	N/A
	Federal Taxes	 Needs 	 Taxes 	 Checking 	4/17/2023	 $ (1,103.00)	 $ 708.50 		FALSE	-1	N/A	N/A
	Cha for Tea	 Wants 	 Free Spending 	 Chase CC 	4/20/2023	 $ (14.20)	 $ 708.50 		FALSE	-1	N/A	N/A
	Korean Food	 Wants 	 Free Spending 	 Checking 	4/20/2023	 $ (41.00)	 $ 667.50 		FALSE	-1	N/A	N/A
	YouTube Premium	 Wants 	 Subscriptions 	 Capital One CC 	4/20/2023	 $ (22.99)	 $ 667.50 		FALSE	-1	N/A	N/A
	LA Fitness	 Wants 	 Subscriptions 	 Chase CC 	4/20/2023	 $ (34.99)	 $ 667.50 		FALSE	-1	N/A	N/A
	McDonald's	 Wants 	 Free Spending 	 Chase CC 	4/21/2023	 $ (18.34)	 $ 667.50 		FALSE	-1	N/A	N/A
	Pearl Vet Visit	 Needs 	 Emergency 	 Chase CC 	4/21/2023	 $ (286.77)	 $ 667.50 		FALSE	-1	N/A	N/A
	Laundry	 Needs 	 Laundry 	 Chase CC 	4/21/2023	 $ (10.00)	 $ 667.50 		FALSE	-1	N/A	N/A
	Laguna Beach Parking	 Wants 	 Free Spending 	 Chase CC 	4/22/2023	 $ (4.00)	 $ 667.50 		FALSE	-1	N/A	N/A
	Bacio di Latte	 Wants 	 Free Spending 	 Chase CC 	4/22/2023	 $ (14.14)	 $ 667.50 		FALSE	-1	N/A	N/A
	Nespresso Boutique	 Wants 	 Free Spending 	 Chase CC 	4/22/2023	 $ (9.64)	 $ 667.50 		FALSE	-1	N/A	N/A
	Irvine Grill	 Wants 	 Free Spending 	 Chase CC 	4/22/2023	 $ (76.11)	 $ 667.50 		FALSE	-1	N/A	N/A
	Trader Joe's	 Needs 	 Groceries 	 Citi CC 	4/23/2023	 $ (125.99)	 $ 667.50 		FALSE	-1	N/A	N/A
	HBO Max	 Wants 	 Subscriptions 	 Capital One CC 	4/26/2023	 $ (15.99)	 $ 667.50 		FALSE	-1	N/A	N/A
	The Taco Stand	 Wants 	 Free Spending 	 Chase CC 	4/26/2023	 $ (12.28)	 $ 667.50 		FALSE	-1	N/A	N/A
	Groceries	 Needs 	 Placeholder 	 Citi CC 	4/27/2023	 $ -   	 $ 667.50 		FALSE	-1	N/A	N/A
	Free Spending	 Wants 	 Placeholder 	 Chase CC 	4/27/2023	 $ -   	 $ 667.50 		FALSE	-1	N/A	N/A
	Gas	 Needs 	 Placeholder 	 Citi CC 	4/27/2023	 $ -   	 $ 667.50 		FALSE	-1	N/A	N/A
	Laundry	 Needs 	 Placeholder 	 Chase CC 	4/27/2023	 $ -   	 $ 667.50 		FALSE	-1	N/A	N/A
	Car Insurance	 Needs 	Car Insurance	 Checking 	4/28/2023	 $ (145.60)	 $ 521.90 		FALSE	-1	N/A	N/A
	Internet Bill	 Needs 	Internet Bill	 Checking 	4/28/2023	 $ (69.99)	 $ 451.91 		FALSE	-1	N/A	N/A
	Payday	 Income 	 Earnings 	 Checking 	4/28/2023	 $ 2,383.91 	 $ 2,835.82 		FALSE	-1	N/A	N/A
	Roth IRA Contribution	 Savings 	 Retirement 	 Checking 	4/28/2023	 $ (350.00)	 $ 2,485.82 		FALSE	-1	N/A	N/A
	Airbnb - Williams, AZ	 Wants 	 Vacation Spending 	 Checking 	4/28/2023	 $ (274.00)	 $ 2,211.82 		FALSE	-1	N/A	N/A
	Amazon CC	 CC Payment 	 CC Payment 	 Checking 	4/28/2023	 $ (1,110.10)	 $ 1,101.72 		FALSE	-1	N/A	N/A
	Locksmith	 Wants 	 Free Spending 	 Chase CC 	4/29/2023	 $ (11.84)	 $ 1,101.72 		FALSE	-1	N/A	N/A
	Zenko Sushi	 Wants 	 Free Spending 	 Chase CC 	4/29/2023	 $ (100.00)	 $ 1,101.72 		FALSE	-1	N/A	N/A
	ESPN+	 Wants 	 Subscriptions 	 Capital One CC 	4/29/2023	 $ (9.99)	 $ 1,101.72 		FALSE	-1	N/A	N/A
	In N Out	 Wants 	 Free Spending 	 Chase CC 	4/30/2023	 $ (20.36)	 $ 1,101.72 		FALSE	-1	N/A	N/A
	Taco Bell	 Wants 	 Free Spending 	 Chase CC 	4/30/2023	 $ (5.38)	 $ 1,101.72 		FALSE	-1	N/A	N/A
	Bill Reimbursement	 Income 	 Reimbursements 	 Checking 	4/30/2023	 $ 40.17 	 $ 1,141.89 		FALSE	-1	N/A	N/A
	Rent	 Income 	 Reimbursements 	 Checking 	5/1/2023	 $ 645.00 	 $ 1,786.89 		FALSE	-1	N/A	N/A
	Savings Transfer	 Income 	 Savings Transfer 	 Checking 	5/2/2023	 $ 800.00 	 $ 2,586.89 		FALSE	-1	N/A	N/A
	Rent	 Needs 	Rent	 Checking 	5/2/2023	 $ (2,379.37)	 $ 207.52 		FALSE	-1	N/A	N/A
	Apple CC	 CC Payment 	 CC Payment 	 Checking 	5/5/2023	 $ (10.66)	 $ 196.86 		FALSE	-1	N/A	N/A
	Electric Bill	 Needs 	Electric Bill	 Checking 	5/8/2023	 $ (78.22)	 $ 118.64 		FALSE	-1	N/A	N/A
	Ra Yoga	 Wants 	 Subscriptions 	 Chase CC 	5/11/2023	 $ (129.00)	 $ 118.64 		FALSE	-1	N/A	N/A
	WDC Stock Vesting	 Income 	 Earnings 	 Checking 	5/12/2023	 $ 951.01 	 $ 1,069.65 		FALSE	-1	N/A	N/A
	Savings Transfer	 Income 	 Savings Transfer 	 Checking 	5/12/2023	 $ (800.00)	 $ 269.65 		FALSE	-1	N/A	N/A
	Payday	 Income 	 Earnings 	 Checking 	5/12/2023	 $ 2,383.91 	 $ 2,653.56 		FALSE	-1	N/A	N/A
	Roth IRA Contribution	 Savings 	 Retirement 	 Checking 	5/12/2023	 $ (350.00)	 $ 2,303.56 		FALSE	-1	N/A	N/A
	Triunfo Jiu Jitsu	 Wants 	 Subscriptions 	 Chase CC 	5/12/2023	 $ (125.00)	 $ 2,303.56 		FALSE	-1	N/A	N/A
	Amazon CC	 CC Payment 	 CC Payment 	 Checking 	5/15/2023	 $ (127.72)	 $ 2,175.84 		FALSE	-1	N/A	N/A
	Citi CC	 CC Payment 	 CC Payment 	 Checking 	5/15/2023	 $ (243.49)	 $ 1,932.35 		FALSE	-1	N/A	N/A
	Chase CC	 CC Payment 	 CC Payment 	 Checking 	5/15/2023	 $ (1,458.81)	 $ 473.54 		FALSE	-1	N/A	N/A
	Capital One CC	 CC Payment 	 CC Payment 	 Checking 	5/15/2023	 $ (48.97)	 $ 424.57 		FALSE	-1	N/A	N/A
	YouTube Premium	 Wants 	 Subscriptions 	 Capital One CC 	5/20/2023	 $ (22.99)	 $ 424.57 		FALSE	-1	N/A	N/A
	LA Fitness	 Wants 	 Subscriptions 	 Chase CC 	5/20/2023	 $ (34.99)	 $ 424.57 		FALSE	-1	N/A	N/A
	Payday	 Income 	 Earnings 	 Checking 	5/26/2023	 $ 2,383.91 	 $ 2,808.48 		FALSE	-1	N/A	N/A
	Roth IRA Contribution	 Savings 	 Retirement 	 Checking 	5/26/2023	 $ (350.00)	 $ 2,458.48 		FALSE	-1	N/A	N/A
	HBO Max	 Wants 	 Subscriptions 	 Capital One CC 	5/26/2023	 $ (15.99)	 $ 2,458.48 		FALSE	-1	N/A	N/A
	Groceries	 Needs 	 Placeholder 	 Citi CC 	5/27/2023	 $ (400.00)	 $ 2,458.48 		FALSE	-1	N/A	N/A
	Free Spending	 Wants 	 Placeholder 	 Chase CC 	5/27/2023	 $ (781.51)	 $ 2,458.48 		FALSE	-1	N/A	N/A
	Gas	 Needs 	 Placeholder 	 Citi CC 	5/27/2023	 $ (180.00)	 $ 2,458.48 		FALSE	-1	N/A	N/A
	Laundry	 Needs 	 Placeholder 	 Chase CC 	5/27/2023	 $ (60.00)	 $ 2,458.48 		FALSE	-1	N/A	N/A
	Car Insurance	 Needs 	Car Insurance	 Checking 	5/28/2023	 $ (145.60)	 $ 2,312.88 		FALSE	-1	N/A	N/A
	Internet Bill	 Needs 	Internet Bill	 Checking 	5/28/2023	 $ (69.99)	 $ 2,242.89 		FALSE	-1	N/A	N/A
	ESPN+	 Wants 	 Subscriptions 	 Capital One CC 	5/29/2023	 $ (9.99)	 $ 2,242.89 		FALSE	-1	N/A	N/A
	Bill Reimbursement	 Income 	 Reimbursements 	 Checking 	5/31/2023	 $ 95.00 	 $ 2,337.89 		FALSE	-1	N/A	N/A
	Rent	 Income 	 Reimbursements 	 Checking 	6/1/2023	 $ 645.00 	 $ 2,982.89 		FALSE	-1	N/A	N/A
	Rent	 Needs 	Rent	 Checking 	6/1/2023	 $ (2,390.00)	 $ 592.89 		FALSE	-1	N/A	N/A
	Apple CC	 CC Payment 	 CC Payment 	 Checking 	6/5/2023	 $ (10.66)	 $ 582.23 		FALSE	-1	N/A	N/A
	Electric Bill	 Needs 	Electric Bill	 Checking 	6/8/2023	 $ (120.00)	 $ 462.23 		FALSE	-1	N/A	N/A
	Payday	 Income 	 Earnings 	 Checking 	6/9/2023	 $ 2,383.91 	 $ 2,846.14 		FALSE	-1	N/A	N/A
	Roth IRA Contribution	 Savings 	 Retirement 	 Checking 	6/9/2023	 $ (350.00)	 $ 2,496.14 		FALSE	-1	N/A	N/A
	Ra Yoga	 Wants 	 Subscriptions 	 Chase CC 	6/11/2023	 $ (129.00)	 $ 2,496.14 		FALSE	-1	N/A	N/A
	Triunfo Jiu Jitsu	 Wants 	 Subscriptions 	 Chase CC 	6/12/2023	 $ (125.00)	 $ 2,496.14 		FALSE	-1	N/A	N/A
	Amazon CC	 CC Payment 	 CC Payment 	 Checking 	6/15/2023	 $ -   	 $ 2,496.14 		FALSE	-1	N/A	N/A
	Citi CC	 CC Payment 	 CC Payment 	 Checking 	6/15/2023	 $ (580.00)	 $ 1,916.14 		FALSE	-1	N/A	N/A
	Chase CC	 CC Payment 	 CC Payment 	 Checking 	6/15/2023	 $ (1,268.08)	 $ 648.06 		FALSE	-1	N/A	N/A
	Capital One CC	 CC Payment 	 CC Payment 	 Checking 	6/15/2023	 $ (48.97)	 $ 599.09 		FALSE	-1	N/A	N/A
	YouTube Premium	 Wants 	 Subscriptions 	 Capital One CC 	6/20/2023	 $ (22.99)	 $ 599.09 		FALSE	-1	N/A	N/A
	LA Fitness	 Wants 	 Subscriptions 	 Chase CC 	6/20/2023	 $ (34.99)	 $ 599.09 		FALSE	-1	N/A	N/A
	Payday	 Income 	 Earnings 	 Checking 	6/23/2023	 $ 2,383.91 	 $ 2,983.00 		FALSE	-1	N/A	N/A
	Roth IRA Contribution	 Savings 	 Retirement 	 Checking 	6/23/2023	 $ (350.00)	 $ 2,633.00 		FALSE	-1	N/A	N/A
	HBO Max	 Wants 	 Subscriptions 	 Capital One CC 	6/26/2023	 $ (15.99)	 $ 2,633.00 		FALSE	-1	N/A	N/A
	Vacation Spending	 Needs 	 Placeholder 	 Chase CC 	6/27/2023	 $ (400.00)	 $ 2,633.00 		FALSE	-1	N/A	N/A
	Groceries	 Needs 	 Placeholder 	 Citi CC 	6/27/2023	 $ (400.00)	 $ 2,633.00 		FALSE	-1	N/A	N/A
	Free Spending	 Wants 	 Placeholder 	 Chase CC 	6/27/2023	 $ (919.09)	 $ 2,633.00 		FALSE	-1	N/A	N/A
	Gas	 Needs 	 Placeholder 	 Citi CC 	6/27/2023	 $ (180.00)	 $ 2,633.00 		FALSE	-1	N/A	N/A
	Laundry	 Needs 	 Placeholder 	 Chase CC 	6/27/2023	 $ (60.00)	 $ 2,633.00 		FALSE	-1	N/A	N/A
	Car Insurance	 Needs 	Car Insurance	 Checking 	6/28/2023	 $ (145.60)	 $ 2,487.40 		FALSE	-1	N/A	N/A
	Internet Bill	 Needs 	Internet Bill	 Checking 	6/28/2023	 $ (69.99)	 $ 2,417.41 		FALSE	-1	N/A	N/A
	ESPN+	 Wants 	 Subscriptions 	 Capital One CC 	6/29/2023	 $ (9.99)	 $ 2,417.41 		FALSE	-1	N/A	N/A
